listing_id,avg_price,median_price,min_date,max_date,n_observations,n_unique_dates,season_high
39316910,684.0,790.0,2025-03-05,2025-04-20,15,15,684.0
39363955,406.18795346534654,370.0,2025-02-03,2025-04-20,101,57,406.1879534653465
39394196,353.80434782608694,350.0,2025-03-15,2025-04-06,23,23,353.80434782608694
39394644,763.5752203539822,800.0,2025-01-21,2025-04-20,226,90,763.5752203539822
39414948,583.7777777777778,520.0,2025-02-03,2025-04-17,162,61,583.7777777777778
39420557,799.2590909090909,800.0,2025-01-27,2025-03-09,99,33,799.2590909090909
39507664,428.29761904761904,429.0,2025-02-15,2025-04-16,84,39,428.29761904761904
39583346,592.8420868907563,700.0,2025-01-27,2025-04-19,119,50,592.8420868907563
39629644,433.64319267605634,350.0,2025-02-15,2025-04-01,71,27,433.64319267605634
39635217,415.13936170212764,385.0,2025-01-22,2025-04-20,47,23,415.1393617021277
39642773,370.6521739130435,400.0,2025-02-20,2025-04-06,46,46,370.6521739130435
39685785,540.040778816568,450.0,2025-02-07,2025-04-20,169,73,540.040778816568
39715668,233.03571428571428,230.0,2025-01-14,2025-04-19,154,65,233.03571428571428
39745810,2352.5782516853933,2250.0,2025-01-22,2025-04-20,89,89,2352.5782516853933
3977675,242.7121210909091,198.0,2025-01-25,2025-03-31,55,55,242.71212109090908
39820601,345.0,345.0,2025-03-05,2025-04-06,33,33,345.0
39837626,461.95652173913044,430.0,2025-03-04,2025-03-31,23,23,461.95652173913044
39972515,341.34066666666666,323.0,2025-02-08,2025-04-20,150,59,341.34066666666666
40023421,479.1438053097345,500.0,2025-01-12,2025-04-20,226,99,479.1438053097345
40039627,337.2908577669903,323.0,2025-01-07,2025-04-20,206,84,337.2908577669903
40191152,1999.7543855263157,2500.0,2025-01-22,2025-04-07,76,76,1999.7543855263157
40209404,347.0298913043478,311.0,2025-01-14,2025-04-20,184,73,347.0298913043478
40236441,237.25531914893617,193.0,2025-01-14,2025-03-31,47,47,237.25531914893617
40246675,357.18095238095236,350.0,2025-02-25,2025-04-20,105,44,357.18095238095236
40250642,983.4350563380281,900.0,2025-01-18,2025-03-31,213,73,983.4350563380281
40289385,2586.3951612903224,2500.0,2025-02-01,2025-04-20,62,62,2586.3951612903224
40320100,783.2199986666667,760.8333,2025-02-03,2025-04-19,75,75,783.2199986666666
40342798,656.1111111111111,700.0,2025-01-30,2025-04-20,216,81,656.1111111111111
40351988,364.72340425531917,333.0,2025-02-15,2025-04-14,141,52,364.72340425531917
40371384,597.9007762711864,601.0,2025-01-06,2025-04-20,236,91,597.9007762711864
40391575,10000.0,10000.0,2025-04-14,2025-04-20,7,7,10000.0
40400432,586.53125,500.0,2025-01-11,2025-04-07,64,64,586.53125
40449599,590.4106145251396,537.0,2025-01-28,2025-04-20,179,72,590.4106145251396
40532740,309.625,330.0,2025-02-23,2025-04-16,40,40,309.625
40560834,718.397492920354,736.0,2025-01-16,2025-04-20,226,90,718.397492920354
40576710,541.5254237288135,500.0,2025-01-22,2025-04-17,59,59,541.5254237288135
40777141,1545.2727272727273,1508.0,2025-01-29,2025-02-27,22,9,1545.2727272727273
40794806,700.0096153846154,709.0,2025-01-13,2025-03-05,52,52,700.0096153846154
40892344,424.39054054054054,419.0,2025-01-27,2025-04-20,148,60,424.39054054054054
40899047,297.4864864864865,290.0,2025-02-24,2025-04-07,37,37,297.4864864864865
40910065,604.7113636363637,650.0,2025-01-22,2025-04-19,88,88,604.7113636363637
40960741,288.04,275.0,2025-01-17,2025-04-06,75,75,288.04
40971559,751.4883720930233,800.0,2025-01-29,2025-03-12,86,34,751.4883720930233
41141790,729.1695652173912,723.0,2025-01-31,2025-03-10,69,39,729.1695652173913
41147466,537.8225314814815,540.0,2025-03-07,2025-04-20,108,45,537.8225314814815
41193865,410.9046052631579,400.0,2025-01-15,2025-04-20,152,74,410.9046052631579
41227471,685.1521739130435,610.0,2025-01-11,2025-04-20,207,81,685.1521739130435
41260111,1833.6403688073394,1763.0,2025-01-12,2025-04-20,218,85,1833.6403688073394
41270247,603.421985106383,600.0,2025-02-22,2025-04-20,47,27,603.421985106383
41285546,647.6923076923077,850.0,2025-01-12,2025-04-19,234,91,647.6923076923077
41404141,703.0533333333334,690.0,2025-02-12,2025-04-20,165,68,703.0533333333334
41473656,724.3479896551725,700.0,2025-03-10,2025-04-12,58,23,724.3479896551723
41478160,488.51724137931035,400.0,2025-01-27,2025-03-05,29,29,488.51724137931035
41493620,763.371187890625,750.0,2025-01-13,2025-04-20,256,98,763.3711878906249
41532894,861.2321850574713,950.0,2025-01-22,2025-04-11,174,61,861.2321850574715
41533462,620.4507042253521,750.0,2025-01-12,2025-04-07,71,71,620.4507042253521
41590719,420.3419540229885,400.0,2025-01-14,2025-04-20,174,73,420.3419540229885
41634696,502.6666666666667,500.0,2025-01-07,2025-04-06,84,84,502.6666666666667
41664387,180.64444444444445,180.0,2025-01-28,2025-04-07,45,45,180.64444444444445
41676390,607.9814810699588,600.0,2025-01-21,2025-04-20,243,90,607.9814810699588
41682475,469.7674418604651,400.0,2025-01-27,2025-04-20,43,43,469.7674418604651
41686810,95.42372881355932,100.0,2025-02-13,2025-04-20,59,59,95.42372881355932
41702158,1286.1386138613861,1200.0,2025-02-08,2025-04-17,101,46,1286.1386138613861
41761142,395.1862745098039,277.0,2025-01-16,2025-04-17,102,43,395.1862745098039
41762297,1664.3,1651.25,2025-01-14,2025-04-19,160,96,1664.3
41769298,1096.321052631579,1100.0,2025-01-07,2025-03-31,190,71,1096.321052631579
41786765,250.0,250.0,2025-03-29,2025-04-10,13,13,250.0
41883230,535.4716981132076,470.0,2025-02-04,2025-04-20,53,53,535.4716981132076
41888100,552.9491448717949,531.0,2025-01-29,2025-04-16,78,78,552.9491448717948
42003334,655.0651145348837,500.0,2025-01-30,2025-04-16,172,65,655.0651145348837
42013117,569.0064076923077,590.0,2025-01-29,2025-03-12,26,26,569.0064076923077
42138941,1182.608695652174,1200.0,2025-01-27,2025-04-05,69,69,1182.608695652174
42180312,194.86666666666667,200.0,2025-01-27,2025-04-07,60,60,194.86666666666667
42270655,517.2512872972973,490.0,2025-02-02,2025-04-16,74,74,517.2512872972973
42335961,612.3823529411765,500.0,2025-01-08,2025-04-17,204,85,612.3823529411765
42362925,1104.5186170212767,999.0,2025-01-07,2025-04-17,188,70,1104.5186170212767
42515348,840.4761904761905,900.0,2025-02-18,2025-04-07,63,32,840.4761904761905
42588365,427.79402509433964,390.0,2025-03-07,2025-04-18,106,43,427.79402509433964
42625075,1072.702302631579,1000.0,2025-01-06,2025-04-20,152,61,1072.702302631579
42704327,1290.8878053658536,1394.0,2025-01-16,2025-04-20,205,84,1290.8878053658536
42709234,695.8037829787235,420.0,2025-01-14,2025-04-20,141,97,695.8037829787235
42735835,249.0,200.0,2025-01-28,2025-04-06,33,11,249.0
42788291,632.5925925925926,700.0,2025-01-28,2025-04-02,54,54,632.5925925925926
42841323,484.92452830188677,500.0,2025-01-20,2025-04-08,53,23,484.92452830188677
43300431,2417.0454545454545,2500.0,2025-01-09,2025-04-06,88,88,2417.0454545454545
43379132,440.3207547169811,390.0,2025-01-29,2025-04-16,53,26,440.3207547169811
43499385,595.5942028985507,585.0,2025-01-28,2025-04-20,69,69,595.5942028985507
43712530,667.6666666666666,701.0,2025-02-08,2025-02-28,63,21,667.6666666666666
43754654,906.1732456140351,897.0,2025-01-23,2025-04-19,228,87,906.1732456140351
44075219,2541.134090909091,2591.6191,2025-01-10,2025-01-23,22,14,2541.134090909091
44153810,188.375,199.0,2025-03-04,2025-04-20,48,48,188.375
44192417,339.7692307692308,310.0,2025-01-14,2025-04-07,39,39,339.7692307692308
44369632,723.0,705.0,2025-01-15,2025-02-17,15,12,723.0
44425260,496.6181818181819,450.0,2025-01-31,2025-04-20,66,66,496.6181818181819
44890294,1000.0,1000.0,2025-02-10,2025-02-11,2,2,1000.0
44895797,703.9130434782609,705.0,2025-01-27,2025-02-18,23,13,703.9130434782609
45002455,432.5438596491228,250.0,2025-02-27,2025-04-17,57,26,432.5438596491228
45184991,648.0,648.0,2025-01-29,2025-03-31,62,62,648.0
45350304,729.5034482758621,450.0,2025-02-01,2025-04-20,145,79,729.5034482758621
45382246,648.5394736842105,850.0,2025-01-31,2025-04-02,38,38,648.5394736842105
45480718,343.5925925925926,450.0,2025-02-10,2025-04-20,27,12,343.5925925925926
45512442,676.2868852459017,790.0,2025-01-10,2025-04-07,61,61,676.2868852459017
45513430,782.9213483146067,780.0,2025-01-22,2025-04-20,89,89,782.9213483146067
45531969,648.3824175824176,650.0,2025-02-16,2025-04-20,91,53,648.3824175824176
45621607,348.5290706989247,350.0,2025-02-01,2025-04-20,186,71,348.5290706989247
45687710,419.45569620253167,350.0,2025-02-01,2025-04-20,79,79,419.45569620253167
45711835,890.625,900.0,2025-02-05,2025-02-23,16,13,890.625
45726200,1491.4364406779662,1590.0,2025-01-11,2025-04-20,118,45,1491.4364406779662
45768161,696.6404761904762,850.0,2025-01-09,2025-04-20,210,83,696.6404761904762
45780750,850.0,850.0,2025-04-08,2025-04-19,12,12,850.0
45803876,531.8184523809524,450.0,2025-01-20,2025-04-20,168,78,531.8184523809524
45822839,455.3551912568306,390.0,2025-01-13,2025-04-20,183,78,455.3551912568306
45889892,624.5264900662252,595.0,2025-01-13,2025-04-20,151,60,624.5264900662252
45911573,1017.1358024691358,1100.0,2025-01-20,2025-03-10,81,35,1017.1358024691358
45911990,661.1181781818182,560.0,2025-01-27,2025-03-31,55,26,661.1181781818182
45923984,344.44202898550725,300.0,2025-02-16,2025-04-17,69,28,344.44202898550725
45973790,652.130632046332,657.0,2025-01-06,2025-04-20,259,101,652.1306320463322
46011731,607.3809523809524,590.0,2025-02-12,2025-04-06,21,21,607.3809523809524
46036384,341.0257352941176,330.0,2025-01-23,2025-04-20,136,58,341.0257352941176
46048925,975.5770623893806,910.0,2025-01-13,2025-04-20,226,91,975.5770623893806
46048941,371.8235294117647,400.0,2025-02-11,2025-04-06,34,34,371.8235294117647
46072703,746.7916666666666,584.0,2025-02-10,2025-04-16,108,45,746.7916666666666
46088002,648.0,648.0,2025-01-28,2025-03-31,159,58,648.0
46116173,415.9347826086956,300.0,2025-02-25,2025-04-20,69,31,415.9347826086956
46220279,680.4665024630542,697.0,2025-01-27,2025-04-16,203,80,680.4665024630542
46222390,483.32876712328766,500.0,2025-01-30,2025-04-19,73,73,483.32876712328766
46298558,588.592,490.0,2025-01-30,2025-04-20,125,54,588.592
46327705,1014.2027783333334,950.0,2025-02-16,2025-03-27,120,40,1014.2027783333334
46372862,425.2925675675676,518.0,2025-01-24,2025-04-07,74,74,425.2925675675676
46451253,595.7983870967741,440.0,2025-01-24,2025-04-20,186,71,595.7983870967741
46530405,1048.6708702702704,984.0,2025-01-24,2025-04-20,222,83,1048.6708702702701
46550767,757.9468085106383,800.0,2025-01-28,2025-03-31,141,47,757.9468085106383
46598066,1052.6912442396313,1000.0,2025-01-26,2025-04-20,217,85,1052.6912442396313
46604700,350.73754781609193,350.0,2025-01-22,2025-04-20,87,87,350.73754781609193
46678933,760.2484472049689,750.0,2025-01-14,2025-04-20,161,97,760.2484472049689
46690986,1315.2637362637363,1299.0,2025-01-06,2025-04-06,91,91,1315.2637362637363
46704215,583.6955909090909,580.0,2025-02-03,2025-02-13,11,11,583.6955909090909
46710652,595.7307692307693,550.0,2025-01-26,2025-04-20,182,71,595.7307692307693
46724379,474.3774512605042,481.0,2025-01-10,2025-04-19,238,100,474.3774512605042
46755580,300.0,300.0,2025-02-02,2025-03-31,58,58,300.0
46769078,906.97165907173,988.0,2025-01-07,2025-04-19,237,93,906.97165907173
46866680,504.5903614457831,450.0,2025-01-12,2025-04-20,166,67,504.5903614457831
46878566,507.6,500.0,2025-01-29,2025-04-19,210,81,507.6
46896012,632.6616438356165,550.0,2025-02-15,2025-04-20,146,65,632.6616438356164
46936020,398.24074074074076,380.0,2025-01-25,2025-03-31,54,54,398.24074074074076
46990438,531.5413793103448,600.0,2025-01-31,2025-03-31,174,60,531.5413793103448
47000276,630.6464646464647,500.0,2025-02-16,2025-04-20,99,42,630.6464646464647
47006355,704.437037037037,592.0,2025-01-25,2025-04-06,135,49,704.437037037037
47052262,429.202291875,399.0,2025-01-24,2025-04-20,160,69,429.202291875
47089646,526.0039215686274,472.0,2025-02-15,2025-04-06,51,51,526.0039215686274
47172145,623.4198889502762,700.0,2025-01-13,2025-04-19,181,74,623.4198889502762
47213093,290.5,290.5,2025-02-17,2025-03-31,66,22,290.5
47222306,199.68085106382978,175.0,2025-01-27,2025-04-06,47,47,199.68085106382978
47232230,934.2765957446809,903.0,2025-02-12,2025-02-27,47,16,934.2765957446809
47254288,504.97687861271675,450.0,2025-02-08,2025-04-20,173,72,504.97687861271675
47260862,513.952380952381,450.0,2025-01-29,2025-04-20,105,44,513.952380952381
47269826,670.8520833333333,702.0,2025-02-17,2025-02-28,36,12,670.8520833333333
47325492,666.9348066371681,630.2857,2025-01-22,2025-04-20,226,89,666.9348066371681
47326216,1141.5223214285713,1100.0,2025-01-18,2025-04-20,224,87,1141.5223214285713
47402735,462.0257575757576,399.0,2025-01-25,2025-04-20,66,66,462.02575757575755
47421617,404.18981499999995,370.0,2025-02-24,2025-03-31,36,36,404.189815
47543180,237.82894736842104,250.0,2025-02-20,2025-04-20,38,38,237.82894736842104
47558531,783.0381753138075,895.2,2025-01-21,2025-04-20,239,90,783.0381753138075
47783121,458.4162568852459,450.0,2025-02-10,2025-04-20,122,52,458.41625688524584
47802450,209.9655172413793,210.0,2025-02-25,2025-04-09,29,29,209.9655172413793
47816646,528.2465753424658,590.0,2025-01-12,2025-04-06,73,73,528.2465753424658
47891397,514.9623020138889,548.7857,2025-01-13,2025-04-20,144,81,514.9623020138889
47909482,920.4424482758621,1000.0,2025-01-15,2025-04-17,174,67,920.4424482758621
48080102,482.3478260869565,450.0,2025-02-23,2025-04-16,92,45,482.3478260869565
48109229,549.0542635658915,480.0,2025-02-07,2025-04-20,129,73,549.0542635658915
48158176,380.1388888095238,390.0,2025-02-05,2025-04-20,84,33,380.1388888095238
48243472,1369.8360225806452,1414.3125,2025-01-12,2025-03-31,124,60,1369.8360225806452
48254075,490.5686274509804,509.0,2025-01-29,2025-02-28,51,20,490.5686274509804
48526011,556.6820507692307,500.0,2025-01-18,2025-04-05,65,65,556.6820507692307
48624860,350.0,250.0,2025-01-10,2025-04-17,29,18,350.0
48699117,452.39406779661016,380.0,2025-01-12,2025-04-15,118,48,452.39406779661016
48848529,1088.4155844155844,1000.0,2025-01-16,2025-04-17,231,87,1088.4155844155844
48941838,410.51724137931035,370.0,2025-02-08,2025-04-15,116,46,410.51724137931035
49050392,741.304347826087,700.0,2025-02-09,2025-03-31,138,46,741.304347826087
49123621,770.3783185840708,900.0,2025-01-06,2025-04-19,226,90,770.3783185840708
49369605,238.34126976190475,230.0,2025-02-25,2025-04-07,42,21,238.34126976190475
49824103,458.4962264150943,440.0,2025-02-24,2025-04-20,106,47,458.4962264150944
49968308,717.0204081632653,700.0,2025-01-26,2025-03-31,49,26,717.0204081632653
50047341,340.41610378378374,300.0,2025-02-17,2025-04-20,74,36,340.4161037837838
50059423,521.5606068181819,500.0,2025-02-15,2025-04-16,88,40,521.5606068181819
50085393,640.4761904761905,650.0,2025-01-28,2025-02-27,42,21,640.4761904761905
50243281,513.6,467.0,2025-01-27,2025-04-06,35,35,513.6
50535771,630.6818181818181,650.0,2025-01-11,2025-04-06,44,44,630.6818181818181
50561328,886.25,700.0,2025-02-09,2025-03-07,20,13,886.25
50958684,1019.9251358288769,920.0,2025-01-12,2025-04-20,187,74,1019.9251358288772
51301217,523.5373134328358,399.0,2025-01-21,2025-04-07,67,67,523.5373134328358
51403736,165.8909090909091,160.0,2025-01-19,2025-04-06,55,55,165.8909090909091
51405106,894.0846153846154,1000.0,2025-02-01,2025-04-20,195,74,894.0846153846154
51453135,659.2433862433862,680.0,2025-01-12,2025-04-20,189,91,659.2433862433862
51507847,437.5,400.0,2025-02-19,2025-04-07,16,16,437.5
51669111,733.9916162601626,800.0,2025-01-08,2025-04-19,246,92,733.9916162601626
51683537,441.6506849315069,400.0,2025-02-23,2025-04-12,73,28,441.6506849315069
51785337,319.63806127659575,317.0,2025-02-12,2025-04-20,141,56,319.63806127659575
51825638,658.4461538461538,650.0,2025-01-27,2025-04-20,195,74,658.4461538461538
51861410,700.0,700.0,2025-01-30,2025-02-27,18,18,700.0
51866473,543.0496916666666,450.0,2025-02-18,2025-04-20,108,45,543.0496916666666
51983017,635.9827586206897,549.0,2025-02-26,2025-04-07,29,29,635.9827586206897
51990592,954.881665,959.125,2025-01-16,2025-04-07,60,60,954.8816650000001
52025452,442.8237173076923,400.0,2025-01-28,2025-04-07,52,52,442.8237173076923
52059007,922.6408023715414,1000.0,2025-01-06,2025-04-20,253,105,922.6408023715416
52172003,317.0,317.0,2025-03-10,2025-04-20,99,42,317.0
52214716,1555.8582908212559,1657.0,2025-01-18,2025-04-20,207,79,1555.8582908212559
52266549,661.4611111111111,700.0,2025-01-26,2025-04-20,180,77,661.4611111111111
52346232,763.9527027027027,890.0,2025-01-14,2025-04-16,148,59,763.9527027027027
52348108,553.4246575342465,400.0,2025-03-09,2025-04-20,73,43,553.4246575342465
52354467,584.009375,450.0,2025-02-01,2025-04-20,160,68,584.009375
52358821,690.8214285714286,600.0,2025-01-13,2025-04-06,84,84,690.8214285714286
52365560,324.53333333333336,300.0,2025-02-05,2025-04-20,75,75,324.53333333333336
52472131,701.1494252873563,600.0,2025-01-10,2025-04-06,87,87,701.1494252873563
52474050,780.0,780.0,2025-01-29,2025-04-19,22,22,780.0
52530322,480.521582733813,450.0,2025-01-08,2025-04-20,139,78,480.521582733813
52536443,390.2631578947368,400.0,2025-03-03,2025-04-20,38,26,390.2631578947368
525472560929976068,1055.7986115740741,1090.0,2025-01-09,2025-04-20,216,87,1055.7986115740741
52596621,1074.6828287878786,1186.6666,2025-01-07,2025-04-20,264,104,1074.6828287878786
52619006,507.4166677777778,480.0,2025-01-11,2025-04-19,144,58,507.4166677777778
52627650,356.9583333333333,350.0,2025-01-21,2025-02-01,12,12,356.9583333333333
52646204,987.4198830409356,899.0,2025-02-01,2025-04-20,171,66,987.4198830409356
52650644,680.8531746031746,600.0,2025-01-15,2025-04-20,126,75,680.8531746031746
52652931,437.0652173913044,390.0,2025-01-15,2025-04-06,46,46,437.0652173913044
52670832,475.470833,470.0,2025-04-04,2025-04-16,20,13,475.47083299999997
52758042,3019.4007490636704,3000.0,2025-01-08,2025-04-20,267,103,3019.4007490636704
52826190,321.6885963157895,300.0,2025-02-27,2025-04-20,38,38,321.6885963157894
52884842,1900.0,1900.0,2025-01-09,2025-04-07,89,89,1900.0
52969803,357.8333333333333,350.0,2025-01-22,2025-04-20,174,70,357.8333333333333
53008127,329.79411764705884,300.0,2025-01-19,2025-04-20,136,56,329.79411764705884
53077335,1000.0,1000.0,2025-04-09,2025-04-19,11,11,1000.0
53113087,553.0013241269842,650.0,2025-01-30,2025-04-20,126,57,553.0013241269842
53133732,793.5741626794259,673.0,2025-01-29,2025-04-20,209,82,793.5741626794259
53143021,639.6530612244898,600.0,2025-01-30,2025-04-06,49,49,639.6530612244898
53154219,628.7448380530974,578.0,2025-01-24,2025-04-20,226,87,628.7448380530974
53175731,1083.1635218867925,1199.0,2025-01-10,2025-04-20,265,101,1083.1635218867925
53190433,794.7368421052631,800.0,2025-01-31,2025-04-19,76,39,794.7368421052631
53195241,1851.8170368888889,1990.0,2025-01-10,2025-04-20,225,85,1851.8170368888889
53240300,1003.719212315271,990.0,2025-01-07,2025-04-20,203,79,1003.719212315271
53280496,383.65846983606554,380.0,2025-03-09,2025-04-20,61,35,383.65846983606554
53314692,665.881851369863,520.0,2025-02-17,2025-04-20,146,60,665.881851369863
53325047,478.9624060150376,450.0,2025-01-24,2025-04-20,133,50,478.9624060150376
53337464,656.4424242424243,550.0,2025-01-22,2025-04-20,165,89,656.4424242424243
53340772,519.0382352941176,425.0,2025-02-11,2025-04-20,170,69,519.0382352941176
53365226,347.8703703703704,405.0,2025-01-08,2025-04-06,54,54,347.8703703703704
53445765,391.4663120567376,375.0,2025-02-10,2025-04-20,141,58,391.4663120567376
53448627,525.9509817647058,475.0,2025-01-22,2025-03-09,68,26,525.9509817647058
53458717,392.48177078125,380.0,2025-02-21,2025-04-15,128,51,392.48177078125
53474066,883.370786516854,850.0,2025-01-21,2025-04-20,89,39,883.370786516854
53492577,292.5,300.0,2025-03-04,2025-04-07,28,28,292.5
53581602,528.1256830601093,500.0,2025-02-09,2025-04-19,183,70,528.1256830601093
53605382,712.8205128205128,700.0,2025-01-21,2025-04-07,39,39,712.8205128205128
53643568,711.2868852459017,769.0,2025-01-15,2025-03-06,61,25,711.2868852459017
53645678,734.4495412844037,770.0,2025-02-19,2025-04-20,109,61,734.4495412844037
53656846,302.5581395348837,400.0,2025-01-07,2025-04-06,43,43,302.5581395348837
53669499,721.0,810.0,2025-01-20,2025-03-19,177,59,721.0
53671997,451.6521739130435,300.0,2025-03-01,2025-04-07,23,23,451.6521739130435
53717416,687.8403550561798,644.0,2025-01-21,2025-04-20,178,76,687.8403550561798
53733977,419.6224489795918,350.0,2025-01-16,2025-03-31,98,38,419.6224489795918
53738511,466.0,466.0,2025-01-27,2025-03-31,192,64,466.0
53794321,739.3047635838151,749.0,2025-01-11,2025-04-07,173,67,739.304763583815
53796581,1116.551724137931,1000.0,2025-01-06,2025-04-06,58,58,1116.551724137931
53803935,642.549644680851,604.3333,2025-01-22,2025-03-09,47,26,642.549644680851
53815397,246.11111111111111,180.0,2025-01-22,2025-04-07,72,72,246.11111111111111
53825192,929.1208737864077,633.0,2025-01-18,2025-04-20,103,50,929.1208737864077
53893648,632.4890510948906,550.0,2025-02-17,2025-04-20,137,56,632.4890510948906
53899162,298.2083333333333,290.0,2025-01-11,2025-04-07,72,72,298.2083333333333
53903158,1167.8983050847457,1090.0,2025-01-16,2025-04-19,177,72,1167.8983050847457
53914255,574.5467833333333,390.0,2025-02-11,2025-04-20,114,47,574.5467833333333
53915734,503.88439306358384,450.0,2025-01-21,2025-03-31,173,64,503.88439306358384
53918137,434.1505387096774,415.5,2025-01-19,2025-04-07,62,62,434.1505387096774
53936201,772.4493460784314,725.5,2025-02-15,2025-04-20,102,43,772.4493460784314
53972959,931.029939520958,899.0,2025-01-28,2025-04-20,167,73,931.029939520958
53973724,596.0146748427672,589.0,2025-01-30,2025-04-20,159,69,596.0146748427672
53986731,318.87407288888886,300.5,2025-03-06,2025-03-30,45,15,318.87407288888886
54005716,800.0,800.0,2025-02-23,2025-04-06,43,43,800.0
54020562,365.51724137931035,350.0,2025-01-20,2025-03-05,29,29,365.51724137931035
54145466,2000.0,2000.0,2025-01-06,2025-04-05,90,90,2000.0
54167570,1402.4365482233502,1400.0,2025-01-26,2025-04-20,197,81,1402.4365482233502
54237040,696.0707075757576,700.0,2025-01-29,2025-04-17,66,66,696.0707075757576
54245203,591.5869565217391,578.0,2025-02-02,2025-03-09,69,23,591.5869565217391
54246694,752.5641025641025,800.0,2025-01-22,2025-04-20,234,89,752.5641025641025
54287612,426.37500044117644,399.0,2025-01-28,2025-04-20,136,63,426.37500044117644
543584528464360785,375.4916666666667,350.0,2025-02-20,2025-04-20,60,60,375.4916666666667
54365625,670.8024691358024,700.0,2025-01-26,2025-04-20,81,81,670.8024691358024
5443557,799.1158536585366,793.0,2025-01-07,2025-04-07,82,82,799.1158536585366
549056203343531816,554.4622093023256,650.0,2025-02-01,2025-04-20,86,48,554.4622093023256
552912581186899747,1260.0,1300.0,2025-02-12,2025-04-07,49,49,1260.0
553578003486746447,750.0,650.0,2025-02-18,2025-03-04,15,15,750.0
557386903732882183,1129.4528301886792,1000.0,2025-02-04,2025-04-06,53,53,1129.4528301886792
572368704250611987,506.6388888888889,550.0,2025-02-23,2025-04-07,36,36,506.6388888888889
573122310094338767,601.2988,550.0,2025-03-05,2025-04-17,111,44,601.2988
577333685681759877,546.1010638297872,498.0,2025-01-16,2025-04-20,94,38,546.1010638297872
577547502503396579,668.6699346405229,650.0,2025-01-26,2025-04-17,153,58,668.6699346405229
580407424598756855,471.82768305084744,365.0,2025-02-28,2025-04-07,59,23,471.82768305084744
580589381711973141,404.8076923076923,350.0,2025-02-05,2025-04-06,52,52,404.8076923076923
599368528094352718,416.6938775510204,305.0,2025-02-06,2025-04-16,49,24,416.6938775510204
604521043281534642,927.4074074074074,1080.0,2025-01-13,2025-03-14,27,27,927.4074074074074
605748852048435444,443.6163432467532,450.0,2025-01-26,2025-04-20,154,61,443.6163432467532
610155932497817911,518.0,518.0,2025-01-26,2025-03-31,195,65,518.0
612245203931813020,824.3197674418604,900.0,2025-01-10,2025-04-17,172,66,824.3197674418604
613221032690703355,737.7751566037736,801.0,2025-01-23,2025-04-17,106,48,737.7751566037736
618150693526656201,300.1666666666667,249.0,2025-02-07,2025-04-06,48,48,300.1666666666667
618943952389206201,525.4240196078431,400.0,2025-01-12,2025-04-20,204,80,525.4240196078431
621626596784793972,524.4186046511628,500.0,2025-02-06,2025-03-31,43,43,524.4186046511628
622878708674009200,666.7567567567568,650.0,2025-01-25,2025-04-20,74,74,666.7567567567568
627388721154300829,446.556338028169,550.0,2025-02-01,2025-04-10,71,26,446.556338028169
628340205412932131,512.5,400.0,2025-01-10,2025-03-03,32,12,512.5
628897724940732017,969.0,975.0,2025-02-02,2025-03-09,25,25,969.0
629724091250673746,640.2770110344827,588.0,2025-01-13,2025-04-20,145,71,640.2770110344827
630326155301078742,366.2162162162162,350.0,2025-02-11,2025-04-07,37,37,366.2162162162162
633809099013662442,466.16190476190474,450.0,2025-02-05,2025-04-17,105,42,466.16190476190474
639163267116212627,100.0,100.0,2025-01-20,2025-01-30,8,8,100.0
639216644351145145,962.5,900.0,2025-03-16,2025-04-15,16,16,962.5
645092818132652927,359.13793103448273,320.0,2025-02-21,2025-04-07,29,29,359.13793103448273
6569062,737.0856174074074,750.0,2025-01-06,2025-04-19,270,104,737.0856174074074
667324814851452653,884.7117647058824,875.0,2025-01-31,2025-04-20,170,67,884.7117647058824
668715506986619718,641.1356920353982,565.0,2025-01-13,2025-03-31,113,45,641.1356920353982
670778657683556451,905.8444128712871,744.0,2025-01-22,2025-03-31,101,41,905.8444128712872
673825002694927178,796.0,784.0,2025-01-27,2025-03-31,110,42,796.0
673826204715344716,947.6054717557251,1058.0,2025-01-21,2025-03-31,131,53,947.6054717557251
673826267743797671,732.5972222222222,704.0,2025-03-05,2025-03-31,81,27,732.5972222222222
674566887638611404,533.495145631068,600.0,2025-01-20,2025-04-17,103,42,533.495145631068
675242237586865339,482.55752964467,465.0,2025-01-06,2025-04-20,197,77,482.55752964467
676838365540390245,250.0,250.0,2025-04-01,2025-04-20,20,20,250.0
678242953903453952,358.2261904761905,350.0,2025-01-24,2025-04-16,126,49,358.2261904761905
679166677359467385,1144.2380947619047,937.0,2025-01-20,2025-04-20,210,79,1144.2380947619047
681139047695558927,229.46808510638297,219.0,2025-01-17,2025-03-17,47,47,229.46808510638297
681894806923375678,770.667446728972,648.0,2025-01-29,2025-03-31,107,39,770.6674467289719
684782448665574114,615.1027397260274,650.0,2025-02-12,2025-04-20,146,60,615.1027397260274
686743101124580615,818.2037037037037,648.0,2025-02-14,2025-03-31,27,27,818.2037037037037
687757820659405525,574.4518828451883,557.5,2025-01-11,2025-04-20,239,90,574.4518828451883
693024169316156606,602.55468703125,562.0,2025-01-23,2025-03-31,128,44,602.5546870312501
694313018923554703,1258.732803174603,1040.0,2025-01-31,2025-03-31,63,29,1258.732803174603
694947516825280143,330.9791666666667,330.0,2025-02-07,2025-04-16,48,23,330.9791666666667
